CATEGORY	TITLE
e	Amy Adams Flies Coach After Giving Up First Class Seat To U.S. Soldier
m	Kindred urges Gentiva shareholders to vote for buyout offer
b	Germany prefers Siemens tie-up with Alstom to GE deal - source
e	Matt Lauer Extends Contract, Will Stay At 'Today' For Years To Come
t	Sheryl Sandberg Stops Short Of Apology For Facebook Mood Study
e	Miley Cyrus - Miley Cyrus Hospitalised, Cancels Concert Due To Severe Allergic  ...
e	"In ""Clouds Of Sils Maria"" Kristen Stewart And Juliette Binoche Dive Deep Into  ..."
b	UPDATE 1-First Horizon to pay $110 mln to settle US agency's mortgage claims
t	Activision first-quarter revenue drops but profit rises
b	Bouygues board meets to approve improved SFR bid-sources
e	Mick Jagger - Mick Jagger spent 'millions' helping L'Wren
e	Sounds like a wild night! Miley Cyrus and friends get tattoo of her dead dog  ...
e	US Broadcast Television Ratings for the Week Ended May 18
m	Alli Weight-Loss Drug Recalled After Signs Of Tampering
b	Warren Buffett Helping Burger King Cut Its Tax Bill
b	BOE Gets Management Shakeup as Carney Revamps Institution
b	UPDATE 2-US fines Morgan Stanley for not segregating client funds
e	Film Rumor: Brad Pitt To Produce/Star in Stanley McChrystal Biopic, The Operators
e	Duke porn star claims to be 'nervous' as she makes her stripping debut with  ...
e	A 'Frozen'/'Once Upon A Time' Crossover Is Definitely Happening
b	Europe steps in to prevent Bulgaria's banks going in to meltdown with £1.4  ...
e	Lea Michele - Lea Michele insists she isn't pregnant
b	FOREX-Dollar awaits Yellen's testimony, Draghi may limit euro's gains
b	TREASURIES-Prices fall, weighed by Bank of England, Fed rate outlook
m	New outbreak of deadly flesh-eating Ebola virus has already killed at least 59  ...
b	US Stocks Fall With Europe as JPMorgan Misses; Treasuries Rise
e	Tom Daley's boyfriend to be quizzed as witness in Hollywood sex abuse case  ...
e	Ashley Benson busts out sex appeal in GQ with bikini-clad Pretty Little Liars
e	Sofia Vergara dons sexy see-through shirt as she holds hands with hunky beau  ...
t	Nike's Fuelband Hits the Wall
t	Don Draper and Steve Jobs Have Much in Common
e	Kanye West slumps dejected as busty Kim Kardashian prepares to go zip-lining
e	First Nighter: Sam Mendes's Revived 'Cabaret' Runs on Dimmed Lights
e	UPDATE 2-'X-Men' director Bryan Singer accused of drugging, raping teen
b	EMC's first-quarter revenue rises two percent
e	Lea Michele is next victim to have Twitter account hacked with news of  ...
e	What Kids Actually Think About Sheryl Sandberg, Leaning In, and 'Ban Bossy'
b	SNB: no change to relationship with C. Suisse after guilty plea
b	Yellen Says Fed Hasn't Met Goals on Inflation, Unemployment
b	Teva, Pfizer settle patent lawsuit over painkiller Celebrex
e	Adam Richman's Instagram Tirade Sees 'Man Finds Food' Delayed Indefinitely
b	Siemens hopes to submit Alstom bid by June 16
e	Adam Levine Worked For Free on 'Begin Again' for The Experience
e	Eliza Dushku - Eliza Dushku And Rick Fox Split
m	More Than 4600 US Workers Were Killed On The Job In 2012
e	Gwyneth Paltrow - Gwyneth Paltrow and Chris Martin split up
b	FOREX-Dollar declines as euro rides out inflation dip
e	Johnny Depp - Johnny Depp hopeless with technology
e	Johnny Depp And Amber Heard Throw Intimate Engagement Bash
b	US STOCKS-Futures imply weak open, S&P on track for down week
e	Home > Beyonce Knowles > Beyoncé And Jay Z To Do Joint Tour?
b	NYMEX-US crude hits 9-month high amid Iraq unrest
b	China Swaps Complete First Weekly Gain in Four on Improving Data
b	UPDATE 4-Ford profit driven down by North America, warranty costs
b	US STOCKS-Futures slightly higher, investors await GDP data
t	Big Bangs, Inflation and B-Modes... Oh, My!
b	PRECIOUS-Gold holds near 4-month low as ECB move on rates awaited
t	GM's Barra Says She's 'Personally Sorry' About Ignition Recall
b	AT&T to strike deal with DirecTV in as soon as two weeks - WSJ
m	Worst Ebola Outbreak in Seven Years Fuels Concern With Scope (1)
t	UPDATE 2-Intel takes 'significant' stake in Big Data startup Cloudera
b	UPDATE 2-BMW to invest $1 bln to expand US production by 50 pct
b	Oil Seen Rising Faster Than Market Shows on Iraq Violence
e	One month after Casey Kasem's death his body STILL isn't buried as his  ...
b	Russia-China Deal Seen Damping LNG Prices as Output Rises
t	Amazon Says It Has No Netflix Killer Coming
e	Bill De Blasio Sings 'I Love L.A.' On Jimmy Kimmel Live After Losing Bet
e	Lady Gaga Releases 'G.U.Y. - An Artpop Video': What Was She Thinking? [Video]
e	Lena Dunham - Lena Dunham & Lord Of The Rings Stars Add Their Tributes To  ...
e	Kim Kardashian - Kim Kardashian and Beyonce not friends
e	Alice Cooper - Alice Cooper's Longtime Sideman Dick Wagner Dead At 71
b	Dow tops 17000 to close at all-time record high after strong jobs report
b	US STOCKS SNAPSHOT-Wall St ends higher; Internet shares gain
e	Ryan Gosling debut fails to light Cannes critics' fire
e	Joan Rivers - Joan Rivers brands Lena Dunham 'fat'
b	UPDATE 1-BNP pleads guilty again in $9 bln US sanctions accord
e	Home > Harrison Ford > Samuel L. Jackson Shocked By Harrison Ford's Accident
m	Boston's former mayor Thomas Menino diagnosed with advanced cancer
e	'Scandal' Star Columbus Short Arrested For Battery Charge After Bar Fight
e	Olivia Palermo Weds German Model Johannes Huebl After Six Years Of Dating
b	FOREX-Euro wallows near lows, ECB Draghi speech awaited
m	Weather Kills 2000 Americans A Year, Mainly From The Cold
b	UPDATE 3-China doubles yuan trading band, seen as sign of confidence
b	GRAINS-Corn slips ahead of USDA data; wheat, soy steady
b	FOREX-Dollar steadies after hitting lows, awaits Yellen and ADP data
b	Maersk's shipping profit doubles on Europe-Asia demand
t	US FCC Chairman Wheeler to testify in Congress on May 20
e	Demi Lovato - Demi Lovato's nude photos leak online after boyfriend's Twitter is  ...
m	UPDATE 1-All workers test negative for MERS at Indiana hospital-official
e	Seth Rogen talks about Zac Efrons sex appeal on chat show
b	Blockbuster Bakken deal may put a bit more oil in traders' hands
b	UPDATE 2-German court confirms euro zone bailout scheme is legal
b	CORRECTED-US STOCKS-Wall St to open modestly lower but set to end May  ...
b	UPDATE 3-AT&T in talks to buy DirecTV for nearly $50 bln -sources
m	How Florida Is Fixing Its Prescription Painkiller Problem
b	UPDATE 1-American Apparel boots out founder CEO Dov Charney
b	AstraZeneca Pipeline Is Lottery Ticket in Pfizer's Pursuit (3)
b	Yellen Says Financial Instability Shouldn't Prompt Rate Change
e	Taylor Swift - Taylor Swift: Music is like a relationship
e	Dj Avicii - Avicii Will Be 'Fine' After Health Scare
m	'I'm a size 24 but I'm healthy and happy - so why should I lose weight?' Woman is  ...
t	What Google Glass Can't See
t	Google's Nest now 'talks' to washing machines, lights and even your car: Firm  ...
e	'It was revolting and humiliating': Model who claims 'sick' Terry Richardson  ...
b	March Against Monsanto Takes Action in Hollywood
t	Harley-Davidson goes electric: Motorbike firm reveals its first battery-powered  ...
b	UPDATE 2-Alcatel-Lucent cuts Q1 loss, pursues turnaround
b	Euro Slides on Germany as Spain Bonds Rise With Metals
t	Samsung Seen Seeking to Show Apple's $2 Billion Claim as Greedy
b	BNP to Pay Up to $9 Billion, Plead Guilty to End Probe, WSJ Says
m	Teen Suicide Attempts Rise as Warning Cuts Medicine Use
t	These Electric Cars May Replace Horse-Drawn Carriages In NYC
b	US Soybean Stockpiles Drop as Farmers See Record-High Acreage
b	CBS Outdoor Raises $560 Million in IPO as Next Step to REIT
b	Vietnam-China Shared Patrols Turn to South China Sea Standoff
b	American Eagle Falls as First-Quarter Forecast Trails Estimates
t	RPT-Families of GM crash victims bring their anguish to Washington
e	This Tiny But Significant Cup Just Sold For A Whopping $36 Million
e	Ginnifer Goodwin shows off her pregnancy figure in skinny jeans as she steps  ...
e	Pretty in pink Duchess of Cambridge delights school children on charity visit
e	Chris Hemsworth And Wife Elsa Pataky Welcome Twin Boys
b	US Stocks Climb to Record as ISM Corrects Factory Data
b	Suit Separates, Unite! Men's Wearhouse Finally Lands Jos. A. Bank
e	Solange Knowles sparkles in silver as she walks her first red carpet since THAT  ...
b	Buffett Discloses $528.7 Million Verizon Bet
b	ECB goes on 300 million euro spending spree for bank watchdog
e	Allergic Reaction To Blame For Miley Cyrus' Cancelled Tuesday Gig
t	Jailed ex-strongman Noriega says damaged by video game portrayal
b	CORRECTED-US factory activity growth slows slightly in March -Markit
b	WTO Talks on Bali Accord Near Collapse Over India's Objections
t	Europe's New Google Rule Has Many Americans Angry And Confused
b	Mobileye shares rise 50 pct in bumper debut
t	Want to take a photo against a white background? Beware, Amazon now owns  ...
e	Jon Favreau Talks New Movie, Also Scarlett Johansson's Parenting Skills, For  ...
b	FOREX-Dollar rises on rates, euro anxieties
t	eBay admits it kept massive cyber attack secret because it thought customer data  ...
b	Swiss regulator says Credit Suisse management didn't know of misconduct
m	Scientists Clone Stem Cells From Two Adult Men In Major Breakthrough
b	Hong Kong Stocks Retreat as Casinos, Developers Decline
e	Shield actor Michael Jace pleads not guilty to shooting dead his wife in front of  ...
m	New York City's Soda Ban Fizzles Out For Good
b	Allergan Investors Left Wanting More After Valeant Bid: Real M&A
b	Dear Abby: An Open Letter to MSNBC's Huntsman About Social Security
b	ASML Revenue Forecast Trails Estimates on Slowing Demand (1)
t	GM Moves Cadillac SRX Production to Tennessee Plant From Mexico
b	Darden to sell Red Lobster seafood chain for $2.1 bln
e	Valentino Hosts Pre-wedding Lunch For Kanye West & Kim Kardashian
b	UPDATE 1-Wearable camera maker GoPro files to go public
e	Why Should I Get Married?
m	US confirms second case of MERS, this time in Florida
e	Second Twitter Hack For 'Glee' Cast: Lea Michele Is Not Pregnant!
b	Delaware Probing Tilting Bridge Clogging Interstate 95
e	Justin Bieber - Justin Bieber Shares Video Of Tom Hanks Dancing At Manager's  ...
t	Japan Whaling Program In Seas Near Antarctica Not For Scientific Ends, World  ...
e	"Homeless Robert Pattinson's ""Minions"" May Know Where All His Belongings Are"
b	GLOBAL ECONOMY-China, Japan factory output improves, but still contracting
e	The View shake-up! Jenny McCarthy and Sherri Shepherd 'sacked' from talk  ...
t	Apple Trying To Cut Streaming TV Deal With Comcast: WSJ
m	Marijuana Legalization Could Cut Violent Crime
e	Disney Announce Plans For Two New Sequels: 'The Incredibles 2' and 'Cars 3'
b	UPDATE 2-Amazon courts Hachette authors by proposing they keep e-book  ...
b	Zions Says Fed Estimates on Losses, Revenue Worse Than Projected
b	US economic growth to continue at modest pace - Fed's Lacker
e	The other two works are set to go under the hammer at Sotheby's day sale  ...
t	UPDATE 1-JD.com to sell Microsoft's Xbox One games console in China
b	China May factory output up 8.8 pct yr/yr, in line with forecast
b	FOREX -Kiwi rallies on hawkish RBNZ, euro eyes ECB speech
m	US veterans agency needs $17.6 bln to clear wait times -acting head
b	Oklahoma earthquake surge tied to energy industry activity -study
b	Dollar gains after ECB comments, US consumer confidence data
b	UPDATE 5-Fiat Chrysler bets on Jeep, Alfa revamp to go global
b	Carney Says Employee Suspended for Failing to Raise Alarm on FX
b	FOREX-Kiwi flies on hawkish RBNZ, euro eyes ECB speech
b	UPDATE 2-Libya declares oil crisis over after state reclaims ports
e	Leonardo DiCaprio Adds Steve Jobs Role To Pile Of Potential Movies
b	Brent-WTI Spread Widest in Week on Sign of Excessive Drop
e	Star Wars: Episode VII day one in Abu Dhabi
e	Hilary Duff releases video for new single 'Chasing The Sun'
e	Joan Rivers Slams Lena Dunham's Weight, Says Her Message Is 'Stay Fat. Get  ...
e	Not a bum deal: Two male assistants rub sand on Kim Kardashian's famous  ...
e	Elizabeth Olsen - Elizabeth Olsen Engaged - Report
b	Charney Pushes American Apparel Comeback as Stake Raised
b	Fed Will Raise Rates Faster Than Investors Bet, Survey Shows
t	Google Glass Leads Video-Game Makers to Test Wearables
b	JPMorgan to Invest $100 Million in Detroit Revival Over 5 Years
e	Jay Z's master recordings 'at the centre of an alleged theft and extortion plot'
e	Video For Arcade Fire's 'We Exist' Stars Andrew Garfield. In A Bra [Video]
m	US House panel to probe if there was cover-up in CDC lab mishap
b	UPDATE 2-Fiat investors approve Chrysler merger
b	Gold Falls Most in Three Weeks on Outlook for Fed Stimulus Taper
t	Healthcare.Gov Users Told To Change Passwords After Heartbleed Review
b	US STOCKS-Futures flat with initial claims, home sales data due
e	Selena Gomez tries to avoid being spotted with Justin Bieber as they arrive at  ...
t	President Barack Obama Releases Proclamation Declaring June LGBT Pride  ...
e	Björk Is Getting Her Own Massive Art Exhibition
e	Kim Kardashian, Kanye West Set To Marry Privately This Week (REPORT)
e	"Piers Morgan Finishes CNN Run With Anti-Gun Statement ""I Want More Of You  ..."
b	China Stocks Rise to Post Longest Winning Streak in Three Weeks
m	MannKind Wins Backing From US Panel for Inhaled Insulin (1)
b	Dotcom's Mega to use New Zealand shell for $179 mln listing
b	UPDATE 4-US Treasury urges Congress to act on corporate tax dodge deals
e	The top films at the North American box office
b	Credit Suisse Said Near US Tax Deal for More Than $1 Billion
e	Outkast's Reunion Had A Weird Ending
b	IMF cuts Russia 2014 growth forecast, sees $100 bln capital outflow
t	UPDATE 2-Twitter names former Goldman executive Noto as CFO
b	UPDATE 3-BOJ says inflation to stay above 1 pct despite cut in GDP forecast
b	McDonald's CEO Under Pressure In Wake Of Protests
b	In Hillshire Bidding War, a Play for Meat-Eating Home Cooks
e	Why Did Coachella Shut Down Beck's Performance?
e	Zara Issues Apology For Children's 'Concentration Camp Uniform' Top
t	UPDATE 2-China regulator announces anti-monopoly probe of Microsoft
b	FOREX-Euro stabilises for now but seen shackled by ECB prospects
e	Charges against Paul Simon and Edie Brickell are dropped two months after  ...
e	UPDATE 3-Amid boycott of Beverly Hills haunt, city confronts Brunei over sharia  ...
e	Work hard, play hard! Zac Efron embarks on fitness session with businessman  ...
t	Frozen 'Earth' discovered: Real-life Hoth planet 3000 light years away could  ...
b	US government says 2015 Medicare payments to insurers to rise
b	UPDATE 3-ECB says measures will push inflation up, but money-printing still  ...
b	UPDATE 4-Yahoo's growth anemic as turnaround chugs along
b	FOREX-Dollar under pressure on rising Ukraine tension
b	Crude Records Year's Biggest Weekly Gain on Iraq Unrest
e	Obamas Salute Frankie Knuckles As A 'Trailblazer' In Letter
b	Goldman Sees Commodities Dropping 5.5% After Iraq-Driven Rally
t	Facebook Pride Stickers Debut In Honor Of LGBT Pride Month
e	Ryan Gosling cosies up to Christina Hendricks at photo call for Lost River
b	The Premature Death of Twitter
b	CORRECTED-UPDATE 1-Vietnam vows tough measures to avert anti-China  ...
e	"Game of Thrones Season 4 Episode 5 Recap: ""Last of His Name"""
b	UPDATE 2-Fiat to focus on improving Chrysler margins to meet 2014 profit target
b	US fine tips BNP Paribas into second-quarter loss
b	Crafts retailer Michaels raises $473 million in IPO
b	Twitter Appoints IPO Banker Noto as CFO, Replacing Gupta
t	Jimmy Lovine - Dr Dre sells Beats for $3 billion
b	Yellen's Six Months Fade as She Stresses Policy Flexibility
b	REFILE-UPDATE 1-Thai auto sales seen falling 31 pct in 2014-Toyota
